int_id,name,abbrev,t_age,b_age,int_type,color
746,Julian,NA,230.5,237,sub-age,#C99BCB
747,Tuvalian,NA,227,230.5,sub-age,#C99BCB
748,Lacian,NA,216,227,sub-age,#D6AAD3
749,Alaunian,NA,214,216,sub-age,#D6AAD3
750,Sevatian,NA,208.5,214,sub-age,#D6AAD3
1353,C24n.3n,NA,53.416,53.983,sub-age,#FCA773
1354,C24n.2r,NA,53.374,53.416,sub-age,#FCA773
1355,C24n.2n,NA,53.199,53.374,sub-age,#FCA773
1356,C24n.1r,NA,53.074,53.199,sub-age,#FCA773
1357,C24n1n,NA,52.62,53.074,sub-age,#FCA773
1358,C23r,NA,51.833,52.62,sub-age,#FCA773
1359,C23n.2n,NA,50.961,51.833,sub-age,#FCA773
1360,C23n.1r,NA,50.835,50.961,sub-age,#FCA773
1361,C23n.1n,NA,50.628,50.835,sub-age,#FCA773
1362,C22r,NA,49.344,50.628,sub-age,#FCA773
1363,C22n,NA,48.566,49.344,sub-age,#FCA773
1364,C21r,NA,47.349,48.566,sub-age,#FDB46C
1365,C21n,NA,45.724,47.349,sub-age,#FCB482
1366,C20r,NA,43.432,45.724,sub-age,#FCB482
1367,C20n,NA,42.301,43.432,sub-age,#FCB482
1368,C19r,NA,41.39,42.301,sub-age,#FCB482
1369,C19n,NA,41.154,41.39,sub-age,#FDB46C
1370,C18r,NA,40.145,41.154,sub-age,#FDC091
1371,C18n.2n,NA,39.698,40.145,sub-age,#FDC091
1372,C18n.1r,NA,39.627,39.698,sub-age,#FDC091
1373,C18n.1n,NA,38.615,39.627,sub-age,#FDC091
1374,C17r,NA,38.333,38.615,sub-age,#FDC091
1375,C17n.3n,NA,38.159,38.333,sub-age,#FDC091
1376,C17n.2r,NA,38.093,38.159,sub-age,#FDC091
1377,C17n.2n,NA,37.872,38.093,sub-age,#FDC091
1378,C17n.1r,NA,37.753,37.872,sub-age,#FDB46C
1379,C17n.1n,NA,36.969,37.753,sub-age,#FDCDA1
1380,C16r,NA,36.7,36.969,sub-age,#FDCDA1
1381,C16n.2n,NA,36.051,36.7,sub-age,#FDCDA1
1382,C16n.1r,NA,35.892,36.051,sub-age,#FDCDA1
1383,C16n.1n,NA,35.706,35.892,sub-age,#FDCDA1
1384,C15r,NA,35.294,35.706,sub-age,#FDCDA1
1385,C15n,NA,34.999,35.294,sub-age,#FDCDA1
1386,C13r,NA,33.705,34.999,sub-age,#FDCDA1
1387,C13n,NA,33.157,33.705,sub-age,#FED99A
1388,C12r,NA,31.034,33.157,sub-age,#FED99A
1389,C12n,NA,30.591,31.034,sub-age,#FED99A
1390,C11r,NA,29.97,30.591,sub-age,#FED99A
1391,C11n.2n,NA,29.527,29.97,sub-age,#FED99A
1392,C11n.1r,NA,29.477,29.527,sub-age,#FED99A
1393,C11n.1n,NA,29.183,29.477,sub-age,#FED99A
1394,C10r,NA,28.278,29.183,sub-age,#FED99A
1395,C10n.2n,NA,28.141,28.278,sub-age,#FED99A
1396,C10n.1r,NA,28.087,28.141,sub-age,#FDC07A
1397,C10n.1n,NA,27.859,28.087,sub-age,#FEE6AA
1398,C9r,NA,27.439,27.859,sub-age,#FEE6AA
1399,C9n,NA,26.42,27.439,sub-age,#FEE6AA
1400,C8r,NA,25.987,26.42,sub-age,#FEE6AA
1401,C8n.2n,NA,25.304,25.987,sub-age,#FEE6AA
1402,C8n.1r,NA,25.264,25.304,sub-age,#FEE6AA
1403,C8n.1n,NA,25.099,25.264,sub-age,#FEE6AA
1404,C7Ar,NA,24.984,25.099,sub-age,#FEE6AA
1405,C7An,NA,24.761,24.984,sub-age,#FEE6AA
1406,C7r,NA,24.474,24.761,sub-age,#FEE6AA
1407,C7n.2n,NA,24.109,24.474,sub-age,#FEE6AA
1408,C7n.1r,NA,24,24.109,sub-age,#FEE6AA
1409,C7n.1n,NA,23.962,24,sub-age,#FEE6AA
1410,C6Cr,NA,23.295,23.962,sub-age,#FEE6AA
1411,C6Cn.3n,NA,23.233,23.295,sub-age,#FEE6AA
1412,C6Cn.2r,NA,23.03,23.233,sub-age,#FEE6AA
1413,C6Cn.2n,NA,22.902,23.03,sub-age,#FFFF33
1414,C6Cn.1r,NA,22.754,22.902,sub-age,#FFFF33
1415,C6Cn.1n,NA,22.564,22.754,sub-age,#FFFF33
1416,C6Br,NA,22.268,22.564,sub-age,#FFFF33
1417,C6Bn.2n,NA,21.992,22.268,sub-age,#FFFF33
1418,C6Bn.1r,NA,21.936,21.992,sub-age,#FFFF33
1419,C6Bn.1n,NA,21.767,21.936,sub-age,#FFFF33
1420,C6AAr.3r,NA,21.688,21.767,sub-age,#FFFF33
1421,C6AAr.2n,NA,21.659,21.688,sub-age,#FFFF33
1422,C6AAr.2r,NA,21.483,21.659,sub-age,#FFFF33
1423,C6AAr.1n,NA,21.403,21.483,sub-age,#FFFF33
1424,C6AAr.1r,NA,21.159,21.403,sub-age,#FFFF33
1425,C6AAn,NA,21.083,21.159,sub-age,#FFFF33
1426,C6Ar,NA,20.709,21.083,sub-age,#FFFF33
1427,C6An.2n,NA,20.439,20.709,sub-age,#FFFF00
1428,C6An.1r,NA,20.213,20.439,sub-age,#FFFF41
1429,C6An.1n,NA,20.04,20.213,sub-age,#FFFF41
1430,C6r,NA,19.722,20.04,sub-age,#FFFF41
1431,C6n,NA,18.748,19.722,sub-age,#FFFF41
1432,C5Er,NA,18.524,18.748,sub-age,#FFFF41
1433,C5En,NA,18.056,18.524,sub-age,#FFFF41
1434,C5Dr.2r,NA,17.74,18.056,sub-age,#FFFF41
1435,C5Dr.1n,NA,17.717,17.74,sub-age,#FFFF41
1436,C5Dr.1r,NA,17.533,17.717,sub-age,#FFFF41
1437,C5Dn,NA,17.235,17.533,sub-age,#FFFF41
1438,C5Cr,NA,16.721,17.235,sub-age,#FFFF41
1439,C5Cn.3n,NA,16.543,16.721,sub-age,#FFFF41
1440,C5Cn.2r,NA,16.472,16.543,sub-age,#FFFF41
1441,C5Cn.2n,NA,16.303,16.472,sub-age,#FFFF41
1442,C5Cn.1r,NA,16.268,16.303,sub-age,#FFFF41
1443,C5Cn.1n,NA,15.974,16.268,sub-age,#FFFF41
1444,C5Br,NA,15.16,15.974,sub-age,#FFFF00
1445,C5Bn.2n,NA,15.032,15.16,sub-age,#FFFF4D
1446,C5Bn.1r,NA,14.87,15.032,sub-age,#FFFF4D
1447,C5Bn.1n,NA,14.775,14.87,sub-age,#FFFF4D
1448,C5ADr,NA,14.609,14.775,sub-age,#FFFF4D
1449,C5ADn,NA,14.163,14.609,sub-age,#FFFF4D
1450,C5ACr,NA,14.07,14.163,sub-age,#FFFF4D
1451,C5ACn,NA,13.739,14.07,sub-age,#FFFF00
1452,C5ABr,NA,13.608,13.739,sub-age,#FFFF59
1453,C5ABn,NA,13.363,13.608,sub-age,#FFFF59
1454,C5AAr,NA,13.183,13.363,sub-age,#FFFF59
1455,C5AAn,NA,13.032,13.183,sub-age,#FFFF59
1456,C5Ar.3r,NA,12.887,13.032,sub-age,#FFFF59
1457,C5Ar.2n,NA,12.829,12.887,sub-age,#FFFF59
1458,C5Ar.2r,NA,12.77,12.829,sub-age,#FFFF59
1459,C5Ar.1n,NA,12.735,12.77,sub-age,#FFFF59
1460,C5Ar.1r,NA,12.474,12.735,sub-age,#FFFF59
1461,C5An.2n,NA,12.272,12.474,sub-age,#FFFF59
1462,C5An.1r,NA,12.174,12.272,sub-age,#FFFF59
1463,C5An.1n,NA,12.049,12.174,sub-age,#FFFF59
1464,C5r.3r,NA,11.657,12.049,sub-age,#FFFF59
1465,C5r.2n,NA,11.592,11.657,sub-age,#FFFF00
1466,C5r.2r,NA,11.188,11.592,sub-age,#FFFF66
1467,C5r.1n,NA,11.146,11.188,sub-age,#FFFF66
1468,C5r.1r,NA,11.056,11.146,sub-age,#FFFF66
1469,C5n.2n,NA,9.984,11.056,sub-age,#FFFF66
1470,C5n.1r,NA,9.937,9.984,sub-age,#FFFF66
1471,C5n.1n,NA,9.786,9.937,sub-age,#FFFF66
1472,C4Ar.3r,NA,9.721,9.786,sub-age,#FFFF66
1473,C4Ar.2n,NA,9.647,9.721,sub-age,#FFFF66
1474,C4Ar.2r,NA,9.426,9.647,sub-age,#FFFF66
1475,C4Ar.1n,NA,9.311,9.426,sub-age,#FFFF66
1476,C4Ar.1r,NA,9.105,9.311,sub-age,#FFFF66
1477,C4An,NA,8.771,9.105,sub-age,#FFFF66
1478,C4r.2r,NA,8.3,8.771,sub-age,#FFFF66
1479,C4r.1n,NA,8.254,8.3,sub-age,#FFFF66
1480,C4r.1r,NA,8.108,8.254,sub-age,#FFFF66
1481,C4n.2n,NA,7.695,8.108,sub-age,#FFFF66
1482,C4n.1r,NA,7.642,7.695,sub-age,#FFFF66
1483,C4n.1n,NA,7.528,7.642,sub-age,#FFFF66
1484,C3Br.3r,NA,7.489,7.528,sub-age,#FFFF66
1485,C3Br.2n,NA,7.454,7.489,sub-age,#FFFF66
1486,C3Br.2r,NA,7.285,7.454,sub-age,#FFFF66
1487,C3Br.1n,NA,7.251,7.285,sub-age,#FFFF66
1488,C3Br.1r,NA,7.212,7.251,sub-age,#FFFF00
1489,C3Bn,NA,7.14,7.212,sub-age,#FFFF73
1490,C3Ar,NA,6.733,7.14,sub-age,#FFFF73
1491,C3An.2n,NA,6.436,6.733,sub-age,#FFFF73
1492,C3An.1r,NA,6.252,6.436,sub-age,#FFFF73
1493,C3An.1n,NA,6.033,6.252,sub-age,#FFFF73
1494,Gilbert,C3r,5.235,6.033,sub-age,#FFE619
1495,Thvera,C32n.4n,4.997,5.235,sub-age,#FFFFB3
1496,C3n.3r,NA,4.896,4.997,sub-age,#FFFFB3
1497,Sidufjall,C3n.3n,4.799,4.896,sub-age,#FFFFB3
1498,C3n.2r,NA,4.631,4.799,sub-age,#FFFFB3
1499,Nunivak,C3n.2n,4.493,4.631,sub-age,#FFFFB3
1500,C3n.1r,NA,4.3,4.493,sub-age,#FFFFB3
1501,Cochiti,C3n.1n,4.187,4.3,sub-age,#FFFFB3
1502,C2Ar,NA,3.596,4.187,sub-age,#FFFF99
1503,C2An.3n,NA,3.33,3.596,sub-age,#FFFFBF
1504,Mammoth,C2An.2r,3.207,3.33,sub-age,#FFFFBF
1505,C2An.2n,NA,3.116,3.207,sub-age,#FFFFBF
1506,C2An.1r,NA,3.032,3.116,sub-age,#FFFFBF
1507,C2An.1n,NA,2.581,3.032,sub-age,#F2F91D
1508,Matuyama,C2r.2r,2.148,2.581,sub-age,#FFEDB3
1509,C2r.1n,NA,2.128,2.148,sub-age,#FFEDB3
1510,C2r.1r,NA,1.945,2.128,sub-age,#FFEDB3
1511,Cobb Mountain,C1r.2n,1.173,1.945,sub-age,#FFF2AE
1512,C1r.2r,NA,1.072,1.173,sub-age,#FFF2C7
1513,Jaramillo,C1r.1n,0.988,1.072,sub-age,#FFF2C7
1514,Matuyama,C1r.1r,0.781,0.988,sub-age,#FFF2C7
1515,Brunhes,C1n,0,0.781,sub-age,#F9F97F
1144,M44n.2n,NA,170.62,170.76,subchron,#9AD9DD
1145,M44n.1r,NA,170.22,170.62,subchron,#80CFD8
1146,M44n.1n,NA,169.99,170.22,subchron,#A6DDE0
1147,M43r,NA,169.86,169.99,subchron,#A6DDE0
1148,M43n.3n,NA,169.75,169.86,subchron,#A6DDE0
1149,M43n.2r,NA,169.63,169.75,subchron,#A6DDE0
1150,M43n.2n,NA,169.52,169.63,subchron,#A6DDE0
1151,M43.1r,NA,169.3,169.52,subchron,#A6DDE0
1152,M43.1n,NA,169.24,169.3,subchron,#A6DDE0
1153,M42r,NA,169.11,169.24,subchron,#A6DDE0
1154,M42n.4n,NA,168.87,169.11,subchron,#A6DDE0
1155,M42n.3r,NA,168.85,168.87,subchron,#A6DDE0
1156,M42.3n,NA,168.73,168.85,subchron,#A6DDE0
1157,M42.2r,NA,168.65,168.73,subchron,#A6DDE0
1158,M42n.2n,NA,168.56,168.65,subchron,#A6DDE0
1159,M42n.1r,NA,168.28,168.56,subchron,#80CFD8
1160,M42n.1n,NA,168.15,168.28,subchron,#B3E2E3
1161,M41r,NA,167.79,168.15,subchron,#B3E2E3
1162,M41n.3n,NA,167.65,167.79,subchron,#B3E2E3
1163,M41n.2r,NA,167.61,167.65,subchron,#B3E2E3
1164,M41n.2n,NA,167.58,167.61,subchron,#B3E2E3
1165,M41n.1r,NA,167.53,167.58,subchron,#B3E2E3
1166,M41n.1n,NA,167.47,167.53,subchron,#B3E2E3
1167,M40r,NA,167.13,167.47,subchron,#B3E2E3
1168,M40n.3n,NA,167.08,167.13,subchron,#B3E2E3
1169,M40n.2r,NA,167,167.08,subchron,#B3E2E3
1170,M40n.2n,NA,166.89,167,subchron,#B3E2E3
1171,M40n.1r,NA,166.77,166.89,subchron,#B3E2E3
1172,M40n.1n,NA,166.72,166.77,subchron,#B3E2E3
1173,M39r,NA,166.64,166.72,subchron,#B3E2E3
1174,M39n.6n,NA,166.56,166.64,subchron,#B3E2E3
1175,M39n.5r,NA,166.47,166.56,subchron,#B3E2E3
1176,M39n.5n,NA,166.41,166.47,subchron,#B3E2E3
1177,M39n.4r,NA,166.31,166.41,subchron,#B3E2E3
1178,M39n.4n,NA,166.23,166.31,subchron,#B3E2E3
1179,M39n.3r,NA,166.07,166.23,subchron,#80CFD8
1180,M39n.3n,NA,166,166.07,subchron,#BFE7E5
1181,M39n.2r,NA,165.85,166,subchron,#BFE7E5
1182,M39n.2n,NA,165.42,165.85,subchron,#BFE7E5
1183,M39n.1r,NA,165.13,165.42,subchron,#BFE7E5
1184,M39n.1n,NA,165.04,165.13,subchron,#BFE7E5
1185,M38r,NA,164.86,165.04,subchron,#BFE7E5
1186,M38n.5n,NA,164.78,164.86,subchron,#BFE7E5
1187,M28n.4r,NA,164.65,164.78,subchron,#BFE7E5
1188,M38n.4n,NA,164.43,164.65,subchron,#BFE7E5
1189,M38n.3r,NA,164.32,164.43,subchron,#BFE7E5
1190,M38n.3n,NA,164.24,164.32,subchron,#BFE7E5
1191,M38n.2r,NA,164.15,164.24,subchron,#BFE7E5
1192,M38n.2n,NA,164.05,164.15,subchron,#BFE7E5
1193,M38n.1r,NA,163.99,164.05,subchron,#BFE7E5
1194,M38n.1n,NA,163.88,163.99,subchron,#BFE7E5
1195,M37r,NA,163.76,163.88,subchron,#BFE7E5
1196,M37n.2n,NA,163.65,163.76,subchron,#BFE7E5
1197,M37n.1r,NA,163.53,163.65,subchron,#BFE7E5
1198,M37n.1n,NA,163.29,163.53,subchron,#34B2C9
1199,M36r,NA,163.16,163.29,subchron,#BFE7F1
1200,M36n.2n,NA,163.1,163.16,subchron,#BFE7F1
1201,M36n.1r,NA,162.95,163.1,subchron,#BFE7F1
1202,M36n.1n,NA,162.7,162.95,subchron,#BFE7F1
1203,M35r,NA,162.55,162.7,subchron,#BFE7F1
1204,M35n,NA,162.49,162.55,subchron,#BFE7F1
1205,M34r,NA,162.37,162.49,subchron,#BFE7F1
1206,M34n.2n,NA,162.28,162.37,subchron,#BFE7F1
1207,M34n.1r,NA,161.89,162.28,subchron,#BFE7F1
1208,M34n.1n,NA,161.81,161.89,subchron,#BFE7F1
1209,M33r,NA,161.61,161.81,subchron,#BFE7F1
1210,M33n.4n,NA,161.39,161.61,subchron,#BFE7F1
1211,M33n.3r,NA,161.28,161.39,subchron,#BFE7F1
1212,M33n.3n,NA,161.21,161.28,subchron,#BFE7F1
1213,M33n.2r,NA,161.14,161.21,subchron,#BFE7F1
1214,M33n.2n,NA,161.06,161.14,subchron,#BFE7F1
1215,M33n.1r,NA,160.93,161.06,subchron,#BFE7F1
1216,M33n.1n,NA,160.73,160.93,subchron,#BFE7F1
1217,M32r,NA,160.47,160.73,subchron,#BFE7F1
1218,M32n,NA,160.15,160.47,subchron,#BFE7F1
1219,M31r,NA,160.07,160.15,subchron,#BFE7F1
1220,M31n,NA,159.78,160.07,subchron,#BFE7F1
1221,M30r,NA,159.62,159.78,subchron,#BFE7F1
1222,M30n,NA,159.38,159.62,subchron,#BFE7F1
1223,M29r,NA,159.14,159.38,subchron,#BFE7F1
1224,M29n,NA,158.89,159.14,subchron,#BFE7F1
1225,M28r,NA,158.78,158.89,subchron,#BFE7F1
1226,M28n.4n,NA,158.69,158.78,subchron,#BFE7F1
1227,M28n.3r,NA,158.6,158.69,subchron,#BFE7F1
1228,M28n.3n,NA,158.36,158.6,subchron,#BFE7F1
1229,M28n.2r,NA,158.12,158.36,subchron,#BFE7F1
1230,M28n.2n,NA,158.02,158.12,subchron,#BFE7F1
1231,M28n.1r,NA,157.87,158.02,subchron,#BFE7F1
1232,M28n.1n,NA,157.57,157.87,subchron,#BFE7F1
1233,M27r,NA,157.4,157.57,subchron,#BFE7F1
1234,M27n,NA,157.25,157.4,subchron,#B3E3EE
1235,M26r,NA,157.06,157.25,subchron,#CCECF4
1236,M26n.4n,NA,157.04,157.06,subchron,#CCECF4
1237,M26n.3r,NA,156.94,157.04,subchron,#CCECF4
1238,M26n.3n,NA,156.84,156.94,subchron,#CCECF4
1239,M26n.2r,NA,156.78,156.84,subchron,#CCECF4
1240,M26n.2n,NA,156.75,156.78,subchron,#CCECF4
1241,M26n.1r,NA,156.69,156.75,subchron,#CCECF4
1242,M26n.1n,NA,156.56,156.69,subchron,#CCECF4
1243,M25Ar,NA,156.42,156.56,subchron,#CCECF4
1244,M25An.3n,NA,156.39,156.42,subchron,#CCECF4
1245,M25An.2r,NA,156.29,156.39,subchron,#CCECF4
1246,M25An.2n,NA,156.22,156.29,subchron,#CCECF4
1247,M25An.1r,NA,156.16,156.22,subchron,#CCECF4
1248,M25An.1n,NA,156.04,156.16,subchron,#CCECF4
1249,M25r,NA,155.85,156.04,subchron,#CCECF4
1250,M25n,NA,155.54,155.85,subchron,#CCECF4
1251,M24Br,NA,155.38,155.54,subchron,#CCECF4
1252,M24Bn,NA,155.01,155.38,subchron,#CCECF4
1253,M24Ar,NA,154.73,155.01,subchron,#CCECF4
1254,M24An,NA,154.59,154.73,subchron,#CCECF4
1255,M24r.2r,NA,154.38,154.59,subchron,#CCECF4
1256,M24r.1n,NA,154.35,154.38,subchron,#CCECF4
1257,M24r.1r,NA,153.87,154.35,subchron,#CCECF4
1258,M24n,NA,153.62,153.87,subchron,#CCECF4
1259,M23r.2r,NA,152.96,153.62,subchron,#CCECF4
1260,M23r.1n,NA,152.93,152.96,subchron,#CCECF4
1261,M23r.1r,NA,152.64,152.93,subchron,#CCECF4
1262,M23n,NA,152.25,152.64,subchron,#CCECF4
1263,M22Ar,NA,152.06,152.25,subchron,#CCECF4
1264,M22An,NA,151.92,152.06,subchron,#D9F1F7
1265,M22r,NA,151.32,151.92,subchron,#D9F1F7
1266,M22n.3n,NA,151.25,151.32,subchron,#D9F1F7
1267,M22n.2r,NA,151.21,151.25,subchron,#D9F1F7
1268,M22n.2n,NA,151.17,151.21,subchron,#D9F1F7
1269,M22n.1r,NA,151.12,151.17,subchron,#D9F1F7
1270,M22n.1n,NA,149.8,151.12,subchron,#D9F1F7
1271,M21r,NA,149.35,149.8,subchron,#D9F1F7
1272,M21n,NA,148.44,149.35,subchron,#D9F1F7
1273,M20r,NA,147.72,148.44,subchron,#D9F1F7
1274,M20n.2n,NA,146.96,147.72,subchron,#D9F1F7
1275,M20n.1r,NA,146.9,146.96,subchron,#D9F1F7
1276,M20n.1n,NA,146.54,146.9,subchron,#D9F1F7
1277,M19r,NA,146.28,146.54,subchron,#D9F1F7
1278,M19n.2n,NA,145.19,146.28,subchron,#D9F1F7
1279,M19n.1r,NA,145.14,145.19,subchron,#D9F1F7
1280,M19n.1n,NA,145.01,145.14,subchron,#D9F1F7
1281,M18r,NA,144.64,145.01,subchron,#5ABC8C
1282,M18n,NA,144,144.64,subchron,#8CCD60
1283,M17r,NA,142.57,144,subchron,#8CCD60
1284,M17n,NA,142.22,142.57,subchron,#8CCD60
1285,M16r,NA,141.64,142.22,subchron,#8CCD60
1286,M16n,NA,140.42,141.64,subchron,#8CCD60
1287,M15r,NA,139.94,140.42,subchron,#8CCD57
1288,M15n,NA,139.59,139.94,subchron,#8CCD57
1289,M14r,NA,138.91,139.59,subchron,#99D36A
1290,M14n,NA,138.66,138.91,subchron,#99D36A
1291,M13r,NA,138.42,138.66,subchron,#99D36A
1292,M13n,NA,138.25,138.42,subchron,#99D36A
1293,M12Ar,NA,138.17,138.25,subchron,#99D36A
1294,M12An,NA,137.94,138.17,subchron,#99D36A
1295,M12r.2r,NA,137.8,137.94,subchron,#99D36A
1296,M12r.1n,NA,137.73,137.8,subchron,#99D36A
1297,M12r.1r,NA,137.06,137.73,subchron,#99D36A
1298,M12n,NA,136.87,137.06,subchron,#99D36A
1299,M11Ar,NA,136.8,136.87,subchron,#99D36A
1300,M11An.2n,NA,136.74,136.8,subchron,#99D36A
1301,M11An.1r,NA,136.69,136.74,subchron,#99D36A
1302,M11An.1n,NA,136.29,136.69,subchron,#99D36A
1303,M11r.2r,NA,136.13,136.29,subchron,#99D36A
1304,M11r.1n,NA,136.11,136.13,subchron,#99D36A
1305,M11r.1r,NA,135.92,136.11,subchron,#99D36A
1306,M11n,NA,135.32,135.92,subchron,#99D36A
1307,M10Nr,NA,135,135.32,subchron,#99D36A
1308,M10Nn.3n,NA,134.78,135,subchron,#99D36A
1309,M10Nn.2r,NA,134.76,134.78,subchron,#99D36A
1310,M10Nn.2n,NA,134.51,134.76,subchron,#99D36A
1311,M10Nn.1r,NA,134.48,134.51,subchron,#99D36A
1312,M10r,NA,133.88,134.48,subchron,#99D36A
1313,M10n,NA,133.58,133.88,subchron,#99D36A
1314,M9r,NA,133.3,133.58,subchron,#99D36A
1315,M9n,NA,133.05,133.3,subchron,#99D36A
1316,M8r,NA,132.8,133.05,subchron,#8CCD57
1317,M8n,NA,132.55,132.8,subchron,#A6D975
1318,M7r,NA,132.27,132.55,subchron,#A6D975
1319,M7n,NA,132.04,132.27,subchron,#A6D975
1320,M6r,NA,131.92,132.04,subchron,#A6D975
1321,M6n,NA,131.74,131.92,subchron,#A6D975
1322,M5r,NA,131.43,131.74,subchron,#A6D975
1323,M5n,NA,130.6,131.43,subchron,#A6D975
1324,M3r,NA,129.11,130.6,subchron,#8CCD57
1325,M3n,NA,128.66,129.11,subchron,#B3DF7F
1326,M1r,NA,128.32,128.66,subchron,#B3DF7F
1327,M1n,NA,126.3,128.32,subchron,#B3DF7F
1328,M0r,NA,125.93,126.3,subchron,#B3DF7F
1329,C34n,NA,83.64,125.93,subchron,#7FC64E
1330,C33r,NA,79.9,83.64,subchron,#A6D84A
1331,C33n,NA,74.309,79.9,subchron,#E6F47F
1332,C32r.2r,NA,74.049,74.309,subchron,#E6F47F
1333,C32r.1n,NA,73.949,74.049,subchron,#E6F47F
1334,C32r.1r,NA,73.649,73.949,subchron,#E6F47F
1335,C32n.2n,NA,71.939,73.649,subchron,#A6D84A
1336,C32n.1r,NA,71.689,71.939,subchron,#F2FA8C
1337,C32n.1n,NA,71.449,71.689,subchron,#F2FA8C
1338,C31r,NA,69.269,71.449,subchron,#F2FA8C
1339,C31n,NA,68.369,69.269,subchron,#F2FA8C
1340,C30r,NA,68.196,68.369,subchron,#F2FA8C
1341,C30n,NA,66.398,68.196,subchron,#F2FA8C
1342,C29r,NA,65.688,66.398,subchron,#D2C055
1343,C29n,NA,64.958,65.688,subchron,#FDB462
1344,C28r,NA,64.667,64.958,subchron,#FDB462
1345,C28n,NA,63.494,64.667,subchron,#FDB462
1346,C27r,NA,62.517,63.494,subchron,#FDB462
1347,C27n,NA,62.221,62.517,subchron,#FDB462
1348,C26r,NA,59.237,62.221,subchron,#FDA75F
1349,C26n,NA,58.959,59.237,subchron,#FDA75F
1350,C25r,NA,57.656,58.959,subchron,#FDBF6F
1351,C25n,NA,57.101,57.656,subchron,#FDBF6F
1352,C24r,NA,53.983,57.101,subchron,#FD9A52
982,Late Pennsylvanian,NA,298.9,303.7,sub-epoch,#CCD4C7
983,Middle Pennsylvanian,NA,307,315.2,sub-epoch,#C7CBB9
984,Early Pennsylvanian,NA,315.2,323.2,sub-epoch,#99C2B5
985,Late Mississippian,NA,323.2,330.9,sub-epoch,#BFC26B
986,Middle Mississippian,NA,330.9,346.7,sub-epoch,#A6B96C
987,Early Mississippian,NA,346.7,358.9,sub-epoch,#8CB06C
190,Precambrian,NA,541,4000,supereon,#F04370
493,Neoproterozoic-Cambrian,NA,485.4,1000,supereon,#A6A6A6
494,Neoproterozoic-Paleozoic,NA,251.902,1000,supereon,#B5B5B5
495,Proterozoic-Cambrian,NA,485.4,2500,supereon,#C7C7C7
496,Proterozoic-Paleozoic,NA,251.902,2500,supereon,#B5B5B5
497,Precambrian-Cambrian,NA,485.4,4000,supereon,#D6D6D6
498,Precambrian-Paleozoic,NA,251.902,4000,supereon,#EBEBEB
499,Precambrian-Phanerozoic,NA,0,4000,supereon,#FFFFFF
509,Topazan,NA,504.5,506.5,supereon,#B3D492
106,Late Silurian,NA,419.2,427.4,superepoch,#E0F3E0
110,Early Silurian,NA,427.4,443.8,superepoch,#99D7B3
218,Hudsonian,NA,1600,1800,superepoch,#F875A7
220,Elsonian,NA,1300,1400,superepoch,#FF98CC
278,NN21,NA,0,0.3,zone,#FFF2DC
279,NN20,NA,0.3,0.5,zone,#FFF2D8
280,NN19,NA,0.5,2,zone,#FFF0C0
281,NN18,NA,2,2.5,zone,#FFEFBA
282,NN17,NA,2.5,2.6,zone,#FFF6B9
283,NN16,NA,2.6,3.75,zone,#FFFFBD
284,NN15,NA,3.75,4,zone,#FFFFBA
285,NN14,NA,4,4.15,zone,#FFFFB8
286,NN13,NA,4.15,5,zone,#FFFFB5
287,NN12,NA,5,5.6,zone,#FFFF93
288,NN11,NA,5.6,8.6,zone,#FFFF70
289,NN10,NA,8.6,9.4,zone,#FFFF6E
290,NN9,NA,9.4,10.7,zone,#FFFF6B
291,NN8,NA,10.7,10.9,zone,#FFFF69
292,NN7,NA,10.9,11.8,zone,#FFFF62
293,NN6,NA,11.8,13.6,zone,#FFFF5D
294,NN5,NA,13.6,15.6,zone,#FFFF53
295,NN4,NA,15.6,18.3,zone,#FFFF49
296,NN3,NA,18.3,19,zone,#FFFF45
297,NN2,NA,19,22.2,zone,#FFFF3A
298,NN1,NA,22.2,23.9,zone,#FFF75B
299,NP25,NA,23.9,27.5,zone,#FEE6AA
300,NP24,NA,27.5,29.9,zone,#FEE3A6
301,NP23,NA,29.9,32.3,zone,#FEE0A2
302,NP22,NA,32.3,32.8,zone,#FEDC9E
303,NP21,NA,32.8,34.2,zone,#FED69C
304,NP19-20,NA,34.2,36,zone,#FED39E
305,NP18,NA,36,37,zone,#FDD09F
306,NP17,NA,37,41.3,zone,#FDC799
307,NP16,NA,41.3,43.4,zone,#FDBC8C
308,NP15,NA,43.4,47.3,zone,#FCB887
309,NP14,NA,47.3,49.7,zone,#FCB280
310,NP13,NA,49.7,50.6,zone,#FCB07D
311,NP12,NA,50.6,52.85,zone,#FCAE7B
312,NP11,NA,52.85,53.61,zone,#FCAB78
313,NP10,NA,53.61,55,zone,#FCA976
314,NP9,NA,55,56.2,zone,#FCAC72
315,NP8,NA,56.2,57.3,zone,#FCB171
316,NP7,NA,57.3,57.5,zone,#FDB571
317,NP6,NA,57.5,58.4,zone,#FDBA70
318,NP5,NA,58.4,59.7,zone,#FEBF6A
319,NP4,NA,59.7,62.2,zone,#FEBD64
320,NP3,NA,62.2,63.8,zone,#FEBB64
321,NP2,NA,63.8,64.5,zone,#FDB863
322,NP1,NA,64.5,66,zone,#FDB663
323,CC26,NA,66,67.8,zone,#F2FA76
324,CC25,NA,67.8,70.2,zone,#F2FA81
325,CC24,NA,70.2,72.1,zone,#F0F98A
326,CC23,NA,72.1,76,zone,#EFF888
